measure,geo,census_year,generation,age_group,category,value_pct,source
living_arrangement_share,Toronto,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,9.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,1991,Baby boomers,25 to 39 years,Living alone,8.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2006,Generation X,25 to 39 years,Living alone,9.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2021,Millennials,25 to 39 years,Living alone,10.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",67.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",64.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",53.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,1991,Baby boomers,25 to 39 years,Living with parents,7.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2006,Generation X,25 to 39 years,Living with parents,12.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2021,Millennials,25 to 39 years,Living with parents,16.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,9.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,8.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,9.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,1991,Baby boomers,25 to 39 years,Living alone,10.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2006,Generation X,25 to 39 years,Living alone,12.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2021,Millennials,25 to 39 years,Living alone,11.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",72.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",67.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Winnipeg,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",62.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,1991,Baby boomers,25 to 39 years,Living with parents,6.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2006,Generation X,25 to 39 years,Living with parents,9.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2021,Millennials,25 to 39 years,Living with parents,12.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,10.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,9.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,11.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,1991,Baby boomers,25 to 39 years,Living alone,10.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2006,Generation X,25 to 39 years,Living alone,11.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2021,Millennials,25 to 39 years,Living alone,11.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",73.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",68.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Edmonton,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",64.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,1991,Baby boomers,25 to 39 years,Living with parents,5.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2006,Generation X,25 to 39 years,Living with parents,8.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2021,Millennials,25 to 39 years,Living with parents,12.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,12.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,12.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,10.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,1991,Baby boomers,25 to 39 years,Living alone,10.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2006,Generation X,25 to 39 years,Living alone,11.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2021,Millennials,25 to 39 years,Living alone,11.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",71.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",68.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Calgary,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",64.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,1991,Baby boomers,25 to 39 years,Living with parents,8.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2006,Generation X,25 to 39 years,Living with parents,15.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2021,Millennials,25 to 39 years,Living with parents,19.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,13.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,9.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,11.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,1991,Baby boomers,25 to 39 years,Living alone,11.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2006,Generation X,25 to 39 years,Living alone,12.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2021,Millennials,25 to 39 years,Living alone,13.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",66.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",63.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Vancouver,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",56.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
